grid_point_id,date,grid_latitude,grid_longitude,sst_celsius,sst_anomaly_celsius,quality_level,satellite_product,resolution_deg
9216,2026-08-19,11.0,82.0,29.16,1.16,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9217,2026-08-19,11.0,82.5,28.97,0.97,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9218,2026-08-19,11.0,83.0,28.78,0.78,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9219,2026-08-19,11.0,83.5,28.84,0.84,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9220,2026-08-19,11.0,84.0,29.14,1.14,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9221,2026-08-19,11.0,84.5,28.65,0.65,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9222,2026-08-19,11.0,85.0,28.98,0.98,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9223,2026-08-19,11.0,85.5,28.71,0.71,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9224,2026-08-19,11.0,86.0,28.81,0.81,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9225,2026-08-19,11.0,86.5,28.55,0.55,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9226,2026-08-19,11.0,87.0,29.23,1.23,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9227,2026-08-19,11.0,87.5,28.63,0.63,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9228,2026-08-19,11.0,88.0,29.08,1.08,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9229,2026-08-19,11.0,88.5,28.94,0.94,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9230,2026-08-19,11.0,89.0,29.13,1.13,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9231,2026-08-19,11.0,89.5,28.91,0.91,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9232,2026-08-19,11.0,90.0,29.24,1.24,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9233,2026-08-19,11.0,90.5,28.97,0.97,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9234,2026-08-19,11.0,91.0,28.98,0.98,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9235,2026-08-19,11.0,91.5,29.19,1.19,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9236,2026-08-19,11.0,92.0,28.73,0.73,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9237,2026-08-19,11.0,92.5,28.8,0.8,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9238,2026-08-19,11.0,93.0,29.02,1.02,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9239,2026-08-19,11.0,93.5,28.65,0.65,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9240,2026-08-19,11.0,94.0,29.12,1.12,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9241,2026-08-19,11.5,68.0,28.9,0.95,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9242,2026-08-19,11.5,68.5,29.02,1.07,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9243,2026-08-19,11.5,69.0,29.18,1.23,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9244,2026-08-19,11.5,69.5,29.17,1.22,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9245,2026-08-19,11.5,70.0,28.8,0.85,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9246,2026-08-19,11.5,70.5,28.69,0.74,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9247,2026-08-19,11.5,71.0,28.93,0.98,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9248,2026-08-19,11.5,71.5,28.99,1.04,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9249,2026-08-19,11.5,81.5,28.7,0.75,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9250,2026-08-19,11.5,82.0,28.69,0.74,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9251,2026-08-19,11.5,82.5,28.64,0.69,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9252,2026-08-19,11.5,83.0,29.13,1.18,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9253,2026-08-19,11.5,83.5,28.56,0.61,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9254,2026-08-19,11.5,84.0,28.66,0.71,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9255,2026-08-19,11.5,84.5,28.93,0.98,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9256,2026-08-19,11.5,85.0,28.82,0.87,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9257,2026-08-19,11.5,85.5,28.57,0.62,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9258,2026-08-19,11.5,86.0,28.69,0.74,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9259,2026-08-19,11.5,86.5,28.78,0.83,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9260,2026-08-19,11.5,87.0,29.16,1.21,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9261,2026-08-19,11.5,87.5,28.77,0.82,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9262,2026-08-19,11.5,88.0,28.57,0.62,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9263,2026-08-19,11.5,88.5,29.17,1.22,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9264,2026-08-19,11.5,89.0,28.79,0.84,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9265,2026-08-19,11.5,89.5,28.59,0.64,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9266,2026-08-19,11.5,90.0,28.92,0.97,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9267,2026-08-19,11.5,90.5,29.06,1.11,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9268,2026-08-19,11.5,91.0,28.99,1.04,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9269,2026-08-19,11.5,91.5,28.71,0.76,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9270,2026-08-19,11.5,92.0,28.66,0.71,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9271,2026-08-19,11.5,92.5,29.11,1.16,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9272,2026-08-19,11.5,93.0,28.63,0.68,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9273,2026-08-19,11.5,93.5,29.02,1.07,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9274,2026-08-19,11.5,94.0,28.51,0.56,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9275,2026-08-19,12.0,68.0,28.72,0.82,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9276,2026-08-19,12.0,68.5,29.12,1.22,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9277,2026-08-19,12.0,69.0,28.87,0.97,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9278,2026-08-19,12.0,69.5,28.65,0.75,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9279,2026-08-19,12.0,70.0,28.92,1.02,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9280,2026-08-19,12.0,70.5,28.68,0.78,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9281,2026-08-19,12.0,71.0,29.09,1.19,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9282,2026-08-19,12.0,71.5,28.59,0.69,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9283,2026-08-19,12.0,82.0,28.65,0.75,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9284,2026-08-19,12.0,82.5,28.91,1.01,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9285,2026-08-19,12.0,83.0,28.99,1.09,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9286,2026-08-19,12.0,83.5,28.83,0.93,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9287,2026-08-19,12.0,84.0,28.63,0.73,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9288,2026-08-19,12.0,84.5,28.83,0.93,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9289,2026-08-19,12.0,85.0,28.58,0.68,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9290,2026-08-19,12.0,85.5,28.47,0.57,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9291,2026-08-19,12.0,86.0,29.07,1.17,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9292,2026-08-19,12.0,86.5,28.77,0.87,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9293,2026-08-19,12.0,87.0,28.77,0.87,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9294,2026-08-19,12.0,87.5,28.95,1.05,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9295,2026-08-19,12.0,88.0,28.82,0.92,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9296,2026-08-19,12.0,88.5,28.75,0.85,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9297,2026-08-19,12.0,89.0,28.99,1.09,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9298,2026-08-19,12.0,89.5,28.76,0.86,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9299,2026-08-19,12.0,90.0,29.07,1.17,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9300,2026-08-19,12.0,90.5,28.64,0.74,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9301,2026-08-19,12.0,91.0,28.45,0.55,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9302,2026-08-19,12.0,91.5,28.53,0.63,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9303,2026-08-19,12.0,92.0,29.0,1.1,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9304,2026-08-19,12.0,92.5,29.08,1.18,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9305,2026-08-19,12.0,93.0,28.48,0.58,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9306,2026-08-19,12.0,93.5,29.07,1.17,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9307,2026-08-19,12.0,94.0,29.09,1.19,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9308,2026-08-19,12.5,68.0,28.9,1.05,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9309,2026-08-19,12.5,68.5,28.9,1.05,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9310,2026-08-19,12.5,69.0,28.37,0.52,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9311,2026-08-19,12.5,69.5,28.53,0.68,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9312,2026-08-19,12.5,70.0,28.52,0.67,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9313,2026-08-19,12.5,70.5,28.78,0.93,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9314,2026-08-19,12.5,71.0,28.83,0.98,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9315,2026-08-19,12.5,71.5,29.0,1.15,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9316,2026-08-19,12.5,82.0,28.71,0.86,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9317,2026-08-19,12.5,82.5,28.72,0.87,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9318,2026-08-19,12.5,83.0,28.41,0.56,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9319,2026-08-19,12.5,83.5,29.07,1.22,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9320,2026-08-19,12.5,84.0,29.03,1.18,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9321,2026-08-19,12.5,84.5,28.42,0.57,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9322,2026-08-19,12.5,85.0,28.76,0.91,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9323,2026-08-19,12.5,85.5,28.61,0.76,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9324,2026-08-19,12.5,86.0,28.67,0.82,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9325,2026-08-19,12.5,86.5,28.83,0.98,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9326,2026-08-19,12.5,87.0,28.66,0.81,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9327,2026-08-19,12.5,87.5,28.72,0.87,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9328,2026-08-19,12.5,88.0,28.56,0.71,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9329,2026-08-19,12.5,88.5,28.43,0.58,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9330,2026-08-19,12.5,89.0,28.9,1.05,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9331,2026-08-19,12.5,89.5,28.63,0.78,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9332,2026-08-19,12.5,90.0,28.99,1.14,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9333,2026-08-19,12.5,90.5,29.03,1.18,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9334,2026-08-19,12.5,91.0,28.43,0.58,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9335,2026-08-19,12.5,91.5,28.85,1.0,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9336,2026-08-19,12.5,92.0,28.94,1.09,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9337,2026-08-19,12.5,92.5,28.82,0.97,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9338,2026-08-19,12.5,93.0,28.6,0.75,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9339,2026-08-19,12.5,93.5,28.57,0.72,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9340,2026-08-19,12.5,94.0,28.69,0.84,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9341,2026-08-19,13.0,68.0,28.49,0.69,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9342,2026-08-19,13.0,68.5,28.94,1.14,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9343,2026-08-19,13.0,69.0,28.34,0.54,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9344,2026-08-19,13.0,69.5,28.39,0.59,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9345,2026-08-19,13.0,70.0,28.73,0.93,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9346,2026-08-19,13.0,70.5,28.77,0.97,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9347,2026-08-19,13.0,71.0,28.83,1.03,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9348,2026-08-19,13.0,82.5,28.5,0.7,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9349,2026-08-19,13.0,83.0,28.52,0.72,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9350,2026-08-19,13.0,83.5,28.6,0.8,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9351,2026-08-19,13.0,84.0,28.47,0.67,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9352,2026-08-19,13.0,84.5,28.57,0.77,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9353,2026-08-19,13.0,85.0,28.8,1.0,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9354,2026-08-19,13.0,85.5,28.66,0.86,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9355,2026-08-19,13.0,86.0,28.99,1.19,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9356,2026-08-19,13.0,86.5,28.72,0.92,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9357,2026-08-19,13.0,87.0,28.54,0.74,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9358,2026-08-19,13.0,87.5,28.44,0.64,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9359,2026-08-19,13.0,88.0,28.46,0.66,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9360,2026-08-19,13.0,88.5,28.32,0.52,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9361,2026-08-19,13.0,89.0,28.62,0.82,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9362,2026-08-19,13.0,89.5,28.98,1.18,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9363,2026-08-19,13.0,90.0,28.85,1.05,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9364,2026-08-19,13.0,90.5,28.52,0.72,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9365,2026-08-19,13.0,91.0,28.87,1.07,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9366,2026-08-19,13.0,91.5,28.96,1.16,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9367,2026-08-19,13.0,92.0,28.78,0.98,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9368,2026-08-19,13.0,92.5,28.67,0.87,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9369,2026-08-19,13.0,93.0,28.41,0.61,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9370,2026-08-19,13.0,93.5,28.37,0.57,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9371,2026-08-19,13.0,94.0,28.46,0.66,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9372,2026-08-19,13.5,68.0,28.71,0.96,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9373,2026-08-19,13.5,68.5,28.36,0.61,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9374,2026-08-19,13.5,69.0,28.62,0.87,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9375,2026-08-19,13.5,69.5,28.56,0.81,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9376,2026-08-19,13.5,70.0,28.69,0.94,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9377,2026-08-19,13.5,70.5,28.29,0.54,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9378,2026-08-19,13.5,71.0,28.94,1.19,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9379,2026-08-19,13.5,82.5,28.73,0.98,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9380,2026-08-19,13.5,83.0,28.76,1.01,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9381,2026-08-19,13.5,83.5,28.26,0.51,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9382,2026-08-19,13.5,84.0,28.31,0.56,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9383,2026-08-19,13.5,84.5,28.73,0.98,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9384,2026-08-19,13.5,85.0,28.33,0.58,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9385,2026-08-19,13.5,85.5,28.88,1.13,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9386,2026-08-19,13.5,86.0,28.69,0.94,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9387,2026-08-19,13.5,86.5,28.3,0.55,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9388,2026-08-19,13.5,87.0,28.68,0.93,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9389,2026-08-19,13.5,87.5,28.81,1.06,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9390,2026-08-19,13.5,88.0,28.81,1.06,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9391,2026-08-19,13.5,88.5,28.53,0.78,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9392,2026-08-19,13.5,89.0,28.57,0.82,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9393,2026-08-19,13.5,89.5,28.77,1.02,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9394,2026-08-19,13.5,90.0,28.86,1.11,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9395,2026-08-19,13.5,90.5,28.81,1.06,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9396,2026-08-19,13.5,91.0,28.67,0.92,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9397,2026-08-19,13.5,91.5,28.76,1.01,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9398,2026-08-19,13.5,92.0,28.71,0.96,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9399,2026-08-19,13.5,92.5,28.65,0.9,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9400,2026-08-19,13.5,93.0,28.89,1.14,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9401,2026-08-19,13.5,93.5,28.7,0.95,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9402,2026-08-19,13.5,94.0,28.52,0.77,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9403,2026-08-19,14.0,68.0,28.87,1.17,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9404,2026-08-19,14.0,68.5,28.85,1.15,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9405,2026-08-19,14.0,69.0,28.74,1.04,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9406,2026-08-19,14.0,69.5,28.21,0.51,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9407,2026-08-19,14.0,70.0,28.7,1.0,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9408,2026-08-19,14.0,70.5,28.21,0.51,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9409,2026-08-19,14.0,71.0,28.24,0.54,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9410,2026-08-19,14.0,82.5,28.44,0.74,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9411,2026-08-19,14.0,83.0,28.41,0.71,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9412,2026-08-19,14.0,83.5,28.58,0.88,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9413,2026-08-19,14.0,84.0,28.36,0.66,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
9414,2026-08-19,14.0,84.5,28.33,0.63,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
