weather_id,harbor_id,landing_center_name,sector,latitude,longitude,datetime_utc,air_temp_celsius,humidity_pct,precipitation_mm,weather_code,weather_condition,wind_speed_mps,wind_speed_kmph,wind_direction_deg,wind_gust_mps,surface_pressure_hpa,visibility_km,cloud_cover_pct,venturing_safety_index,source
36442,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-14 09:00:00,29.9,84.9,0.0,2,Partly cloudy,6.5,23.4,250,10.2,1010.3,8.5,55.9,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36443,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-14 10:00:00,31.0,78.5,2.6,63,Moderate rain,2.2,7.9,243,3.2,1011.8,4.3,75.0,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
36444,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-14 11:00:00,31.1,72.3,0.0,2,Partly cloudy,6.7,24.1,245,9.1,1013.0,9.8,57.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36445,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-14 12:00:00,30.9,73.1,0.0,2,Partly cloudy,7.3,26.3,244,11.6,1012.5,9.0,66.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36446,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-14 13:00:00,32.1,70.2,0.0,2,Partly cloudy,9.2,33.1,258,13.5,1011.9,9.8,58.5,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36447,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-14 14:00:00,32.2,73.0,0.0,2,Partly cloudy,5.1,18.4,246,7.6,1011.9,8.6,64.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36448,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-14 15:00:00,32.6,68.2,0.0,2,Partly cloudy,11.9,42.8,246,15.9,1010.8,9.0,54.5,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
36449,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-14 16:00:00,31.5,70.3,0.0,1,Mainly clear,8.8,31.7,250,14.0,1010.2,7.9,49.5,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36450,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-14 17:00:00,31.0,76.6,0.0,2,Partly cloudy,9.1,32.8,263,12.7,1009.3,9.1,58.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36451,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-14 18:00:00,31.2,75.0,0.0,2,Partly cloudy,8.2,29.5,250,11.4,1009.7,8.0,59.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36452,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-14 19:00:00,30.5,77.2,0.0,1,Mainly clear,6.9,24.8,258,10.7,1009.7,8.8,49.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36453,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-14 20:00:00,29.8,85.5,0.0,1,Mainly clear,5.8,20.9,241,7.6,1009.3,7.0,34.9,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36454,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-14 21:00:00,28.4,83.6,0.0,0,Clear sky,1.0,3.6,255,1.3,1011.2,9.4,16.5,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36455,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-14 22:00:00,28.6,92.7,0.0,1,Mainly clear,3.8,13.7,283,5.5,1012.2,7.9,23.6,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36456,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-14 23:00:00,27.4,91.1,0.0,1,Mainly clear,1.8,6.5,243,2.6,1011.4,7.7,21.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36457,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-15 00:00:00,26.6,94.6,0.0,0,Clear sky,3.9,14.0,281,5.2,1011.9,7.3,10.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36458,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-15 01:00:00,26.8,92.7,0.0,0,Clear sky,3.5,12.6,257,5.1,1012.1,8.4,17.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36459,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-15 02:00:00,27.4,95.0,0.0,1,Mainly clear,2.8,10.1,269,4.4,1012.0,7.4,25.7,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36460,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-15 03:00:00,26.9,90.6,0.0,0,Clear sky,3.4,12.2,256,4.9,1011.0,7.1,10.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36461,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-15 04:00:00,27.5,91.6,0.0,0,Clear sky,2.2,7.9,279,3.0,1010.8,8.0,10.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36462,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-15 05:00:00,27.2,92.2,0.0,0,Clear sky,5.8,20.9,283,8.6,1009.3,8.6,16.7,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36463,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-15 06:00:00,28.2,90.7,0.0,0,Clear sky,3.4,12.2,256,5.0,1009.5,8.2,18.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36464,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-15 07:00:00,29.2,86.8,0.0,1,Mainly clear,2.7,9.7,267,3.7,1010.2,9.0,23.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36465,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-15 08:00:00,29.5,83.8,0.0,1,Mainly clear,3.7,13.3,239,5.1,1010.9,9.1,34.6,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36466,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-15 09:00:00,30.1,76.6,0.0,1,Mainly clear,4.5,16.2,283,7.1,1010.9,8.7,31.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36467,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-15 10:00:00,31.0,77.3,0.0,1,Mainly clear,8.8,31.7,280,13.9,1011.5,8.9,41.5,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36468,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-15 11:00:00,31.8,78.6,0.0,2,Partly cloudy,4.0,14.4,283,6.3,1012.2,8.7,63.4,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36469,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-15 12:00:00,32.0,72.8,0.0,2,Partly cloudy,9.2,33.1,271,14.2,1012.9,8.8,54.9,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36470,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-15 13:00:00,31.8,69.7,0.0,2,Partly cloudy,8.0,28.8,249,10.8,1012.6,9.3,57.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36471,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-15 14:00:00,32.9,68.8,0.0,2,Partly cloudy,8.5,30.6,242,13.4,1011.9,8.8,71.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36472,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-15 15:00:00,32.5,71.2,0.0,2,Partly cloudy,8.4,30.2,272,11.4,1011.0,9.2,61.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36473,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-15 16:00:00,32.6,67.5,0.0,1,Mainly clear,10.1,36.4,256,15.6,1010.7,9.3,41.7,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
36474,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-15 17:00:00,31.7,76.7,0.0,1,Mainly clear,9.3,33.5,246,13.9,1009.2,8.5,43.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36475,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-15 18:00:00,31.2,72.3,0.0,2,Partly cloudy,7.5,27.0,257,10.1,1009.1,8.7,55.7,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36476,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-15 19:00:00,30.2,78.5,0.0,1,Mainly clear,10.7,38.5,245,14.9,1010.4,9.4,38.5,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
36477,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-15 20:00:00,29.8,81.1,0.0,1,Mainly clear,4.9,17.6,267,7.7,1010.8,8.9,38.5,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36478,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-15 21:00:00,29.1,85.3,0.0,1,Mainly clear,4.9,17.6,257,7.1,1011.4,9.4,34.5,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36479,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-15 22:00:00,28.7,88.0,0.0,1,Mainly clear,6.7,24.1,268,9.0,1010.9,8.2,26.5,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36480,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-15 23:00:00,27.5,92.3,0.0,0,Clear sky,4.9,17.6,249,7.1,1012.3,8.2,18.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36481,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-16 00:00:00,27.3,93.8,0.0,1,Mainly clear,3.1,11.2,273,4.2,1012.7,8.1,26.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36482,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-16 01:00:00,26.5,92.4,0.0,0,Clear sky,4.3,15.5,251,6.7,1011.4,7.9,13.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36483,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-16 02:00:00,26.7,94.6,0.0,0,Clear sky,6.5,23.4,237,10.3,1011.4,8.3,10.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36484,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-16 03:00:00,27.1,96.5,0.0,0,Clear sky,5.3,19.1,256,7.3,1010.9,7.9,15.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36485,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-16 04:00:00,27.2,94.3,0.0,1,Mainly clear,6.0,21.6,283,9.2,1010.3,8.3,22.4,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36486,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-16 05:00:00,27.5,92.7,0.0,1,Mainly clear,7.3,26.3,267,10.9,1010.4,8.4,24.9,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36487,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-16 06:00:00,28.2,83.0,0.0,0,Clear sky,7.7,27.7,240,10.2,1009.7,9.0,16.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36488,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-16 07:00:00,29.2,83.7,10.4,65,Heavy monsoon rain,7.5,27.0,238,10.7,1010.5,1.5,75.0,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
36489,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-16 08:00:00,29.5,81.9,0.0,0,Clear sky,5.1,18.4,251,6.7,1010.1,9.0,18.5,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36490,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-16 09:00:00,30.0,76.9,0.9,61,Slight rain,3.4,12.2,263,4.5,1011.1,6.4,75.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36491,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-16 10:00:00,30.9,76.8,0.0,2,Partly cloudy,4.0,14.4,242,6.2,1010.6,8.1,52.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36492,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-16 11:00:00,31.3,75.1,0.0,2,Partly cloudy,8.2,29.5,258,10.9,1011.9,8.3,59.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36493,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-16 12:00:00,32.6,74.1,0.0,2,Partly cloudy,9.4,33.8,276,14.6,1011.6,9.3,52.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36494,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-16 13:00:00,32.1,68.1,0.0,2,Partly cloudy,10.3,37.1,275,14.9,1012.3,10.0,69.8,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
36495,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-16 14:00:00,32.8,67.9,0.0,2,Partly cloudy,8.9,32.0,248,12.6,1011.2,9.0,51.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36496,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-16 15:00:00,31.6,69.8,0.0,2,Partly cloudy,5.5,19.8,270,8.5,1010.6,9.6,73.6,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36497,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-16 16:00:00,32.2,70.6,0.0,1,Mainly clear,8.3,29.9,249,12.1,1010.0,9.4,45.4,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36498,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-16 17:00:00,31.3,69.9,0.0,2,Partly cloudy,10.5,37.8,254,13.7,1010.3,9.5,52.3,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
36499,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-16 18:00:00,30.9,76.7,0.0,1,Mainly clear,10.1,36.4,273,15.9,1010.4,9.2,41.1,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
36500,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-16 19:00:00,30.6,80.9,0.0,1,Mainly clear,7.9,28.4,268,11.7,1009.2,8.5,36.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36501,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-16 20:00:00,30.4,84.8,0.0,1,Mainly clear,6.6,23.8,236,9.8,1011.6,8.5,44.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36502,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-16 21:00:00,29.0,86.3,0.0,1,Mainly clear,6.7,24.1,264,10.0,1010.5,9.6,20.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36503,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-16 22:00:00,28.9,87.1,0.0,1,Mainly clear,5.7,20.5,242,7.7,1012.6,8.1,24.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36504,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-16 23:00:00,27.0,88.3,0.0,1,Mainly clear,5.9,21.2,276,9.4,1011.1,9.1,31.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36505,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-17 00:00:00,26.8,97.1,0.0,1,Mainly clear,5.8,20.9,281,9.0,1013.1,8.3,29.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36506,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-17 01:00:00,27.0,94.8,0.0,1,Mainly clear,4.6,16.6,265,6.7,1011.0,8.0,23.4,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36507,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-17 02:00:00,26.0,92.8,0.0,1,Mainly clear,5.3,19.1,248,7.4,1012.3,8.2,25.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36508,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-17 03:00:00,26.7,92.8,0.0,1,Mainly clear,4.7,16.9,249,6.4,1010.4,8.6,27.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36509,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-17 04:00:00,26.5,92.3,0.0,1,Mainly clear,4.4,15.8,279,6.6,1010.6,8.5,20.5,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36510,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-17 05:00:00,27.0,93.0,0.0,0,Clear sky,4.1,14.8,263,6.1,1010.4,8.3,11.9,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36511,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-17 06:00:00,27.8,88.1,0.0,1,Mainly clear,5.2,18.7,282,7.1,1009.6,8.2,39.7,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36512,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-17 07:00:00,28.5,87.0,0.0,0,Clear sky,5.3,19.1,253,8.3,1009.6,8.3,13.6,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36513,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-17 08:00:00,29.1,82.9,0.0,1,Mainly clear,1.3,4.7,237,1.9,1011.1,9.2,32.7,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36514,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-17 09:00:00,30.5,77.1,0.0,1,Mainly clear,4.2,15.1,280,6.6,1010.9,8.4,47.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36515,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-17 10:00:00,31.4,74.1,0.0,1,Mainly clear,5.7,20.5,274,7.5,1011.9,8.5,20.9,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36516,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-17 11:00:00,30.3,71.0,0.0,2,Partly cloudy,7.8,28.1,247,11.5,1011.3,8.9,53.5,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36517,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-17 12:00:00,32.2,69.5,0.0,1,Mainly clear,5.8,20.9,283,7.7,1012.3,9.0,49.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36518,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-17 13:00:00,31.8,67.5,0.0,1,Mainly clear,10.8,38.9,254,16.9,1011.6,10.0,36.5,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
36519,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-17 14:00:00,32.8,69.1,0.0,1,Mainly clear,6.8,24.5,247,10.4,1011.3,9.5,40.7,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36520,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-17 15:00:00,31.5,68.6,0.0,2,Partly cloudy,8.0,28.8,248,11.3,1011.5,9.2,60.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36521,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-17 16:00:00,31.6,71.7,0.0,2,Partly cloudy,8.6,31.0,283,13.0,1010.7,9.6,73.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36522,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-17 17:00:00,31.8,70.5,0.0,2,Partly cloudy,7.3,26.3,261,10.2,1010.3,9.0,53.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36523,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-17 18:00:00,30.7,77.7,0.0,1,Mainly clear,8.9,32.0,264,13.5,1009.4,8.9,47.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36524,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-17 19:00:00,30.4,77.1,0.0,1,Mainly clear,10.1,36.4,277,15.1,1010.5,9.4,48.4,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
36525,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-17 20:00:00,29.2,83.3,0.0,1,Mainly clear,6.5,23.4,244,10.4,1010.1,9.3,42.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36526,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-17 21:00:00,28.6,86.7,0.0,1,Mainly clear,6.5,23.4,265,9.1,1011.1,8.2,31.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36527,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-17 22:00:00,28.0,87.8,0.6,61,Slight rain,5.2,18.7,270,8.3,1011.6,6.7,75.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36528,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-17 23:00:00,27.5,88.6,0.0,1,Mainly clear,7.6,27.4,263,12.0,1012.0,8.7,26.9,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36529,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-18 00:00:00,26.8,92.8,0.0,1,Mainly clear,6.4,23.0,236,8.5,1012.2,8.0,21.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36530,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-18 01:00:00,26.0,96.1,0.0,0,Clear sky,7.8,28.1,266,11.7,1012.5,7.0,10.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36531,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-18 02:00:00,26.6,94.4,0.0,1,Mainly clear,7.1,25.6,278,11.3,1012.5,8.3,22.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36532,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-18 03:00:00,26.2,93.7,0.0,1,Mainly clear,2.6,9.4,258,3.5,1010.7,7.3,20.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36533,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-18 04:00:00,27.0,89.8,0.0,0,Clear sky,5.8,20.9,235,8.9,1010.0,7.9,19.7,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36534,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-18 05:00:00,27.4,89.4,0.0,1,Mainly clear,4.3,15.5,276,5.6,1009.8,8.6,21.6,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36535,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-18 06:00:00,28.4,83.6,0.0,1,Mainly clear,5.6,20.2,261,8.5,1009.9,8.8,27.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36536,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-18 07:00:00,28.2,84.5,0.0,1,Mainly clear,3.1,11.2,253,4.5,1008.9,8.4,42.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36537,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-18 08:00:00,28.9,82.2,0.0,1,Mainly clear,3.7,13.3,273,5.9,1010.6,9.4,27.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36538,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-18 09:00:00,30.3,77.5,0.0,1,Mainly clear,3.7,13.3,236,5.1,1010.5,8.5,23.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36539,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-18 10:00:00,31.0,75.1,0.0,2,Partly cloudy,5.5,19.8,243,7.7,1011.4,8.9,62.5,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36540,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-18 11:00:00,31.6,75.8,0.0,1,Mainly clear,4.5,16.2,248,6.6,1012.3,8.3,35.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36541,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-18 12:00:00,31.7,75.2,1.0,95,Thunderstorm with lightning,11.4,41.0,241,17.3,1012.3,6.9,75.0,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
36542,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-18 13:00:00,32.6,71.9,0.0,2,Partly cloudy,6.4,23.0,269,9.2,1012.6,8.5,57.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36543,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-18 14:00:00,32.1,67.8,0.0,2,Partly cloudy,8.0,28.8,235,11.1,1011.0,9.4,55.7,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36544,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-18 15:00:00,31.7,69.9,0.0,1,Mainly clear,6.7,24.1,253,9.9,1011.1,10.1,39.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36545,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-18 16:00:00,31.6,71.6,0.0,2,Partly cloudy,7.3,26.3,251,11.4,1009.7,8.8,53.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36546,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-18 17:00:00,31.4,73.8,0.0,2,Partly cloudy,6.7,24.1,263,9.3,1009.2,9.6,50.9,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
36547,51,Minicoy Fishery Jetty,Lakshadweep Islands,8.283,73.048,2026-08-18 18:00:00,30.1,77.2,0.0,1,Mainly clear,6.5,23.4,281,9.2,1009.8,10.0,40.7,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
