catch_id,year,quarter,state,species_group,scientific_name,ecological_category,catch_volume_tonnes,fishing_fleet_segment,monsoon_ban_impact,source,species_id
6653,2022,Q2,Tamil Nadu,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,1564.0,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
6654,2022,Q2,Tamil Nadu,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,437.9,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
6655,2022,Q2,Tamil Nadu,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,3638.0,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
6656,2022,Q2,Tamil Nadu,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,1337.5,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
6657,2022,Q2,Tamil Nadu,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,374.5,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
6658,2022,Q2,Tamil Nadu,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,1940.5,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
6659,2022,Q2,Tamil Nadu,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,713.4,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
6660,2022,Q2,Tamil Nadu,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,199.8,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
6661,2022,Q2,Tamil Nadu,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,395.3,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
6662,2022,Q2,Tamil Nadu,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,145.3,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
6663,2022,Q2,Tamil Nadu,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,40.7,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
6664,2022,Q2,Tamil Nadu,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,6166.4,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
6665,2022,Q2,Tamil Nadu,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,2267.1,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
6666,2022,Q2,Tamil Nadu,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,634.8,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
6667,2022,Q2,Tamil Nadu,Threadfin Breams,Nemipterus japonicus,Demersal,4658.2,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
6668,2022,Q2,Tamil Nadu,Threadfin Breams,Nemipterus japonicus,Demersal,1712.6,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
6669,2022,Q2,Tamil Nadu,Threadfin Breams,Nemipterus japonicus,Demersal,479.5,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
6670,2022,Q2,Tamil Nadu,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,2638.7,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
6671,2022,Q2,Tamil Nadu,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,970.1,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
6672,2022,Q2,Tamil Nadu,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,271.6,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
6673,2022,Q2,Tamil Nadu,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,1917.3,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
6674,2022,Q2,Tamil Nadu,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,704.9,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
6675,2022,Q2,Tamil Nadu,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,197.4,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
6676,2022,Q2,Tamil Nadu,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,539.4,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
6677,2022,Q2,Tamil Nadu,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,198.3,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
6678,2022,Q2,Tamil Nadu,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,55.5,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
6679,2022,Q2,Andhra Pradesh,Oil Sardine,Sardinella longiceps,Pelagic,1036.7,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
6680,2022,Q2,Andhra Pradesh,Oil Sardine,Sardinella longiceps,Pelagic,381.1,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
6681,2022,Q2,Andhra Pradesh,Oil Sardine,Sardinella longiceps,Pelagic,106.7,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
6682,2022,Q2,Andhra Pradesh,Indian Mackerel,Rastrelliger kanagurta,Pelagic,866.8,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
6683,2022,Q2,Andhra Pradesh,Indian Mackerel,Rastrelliger kanagurta,Pelagic,318.7,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
6684,2022,Q2,Andhra Pradesh,Indian Mackerel,Rastrelliger kanagurta,Pelagic,89.2,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
6685,2022,Q2,Andhra Pradesh,Ribbonfishes,Trichiurus lepturus,Pelagic,4346.9,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
6686,2022,Q2,Andhra Pradesh,Ribbonfishes,Trichiurus lepturus,Pelagic,1598.1,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
6687,2022,Q2,Andhra Pradesh,Ribbonfishes,Trichiurus lepturus,Pelagic,447.5,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
6688,2022,Q2,Andhra Pradesh,Penaeid Prawns,Penaeus monodon / indicus,Demersal,6822.4,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
6689,2022,Q2,Andhra Pradesh,Penaeid Prawns,Penaeus monodon / indicus,Demersal,2508.2,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
6690,2022,Q2,Andhra Pradesh,Penaeid Prawns,Penaeus monodon / indicus,Demersal,702.3,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
6691,2022,Q2,Andhra Pradesh,Non-penaeid Prawns,Acetes indicus,Demersal,1240.0,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
6692,2022,Q2,Andhra Pradesh,Non-penaeid Prawns,Acetes indicus,Demersal,455.9,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
6693,2022,Q2,Andhra Pradesh,Non-penaeid Prawns,Acetes indicus,Demersal,127.6,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
6694,2022,Q2,Andhra Pradesh,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,651.5,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
6695,2022,Q2,Andhra Pradesh,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,239.5,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
6696,2022,Q2,Andhra Pradesh,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,67.1,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
6697,2022,Q2,Andhra Pradesh,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,2735.0,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
6698,2022,Q2,Andhra Pradesh,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,1005.5,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
6699,2022,Q2,Andhra Pradesh,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,281.5,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
6700,2022,Q2,Andhra Pradesh,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,2169.6,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
6701,2022,Q2,Andhra Pradesh,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,797.6,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
6702,2022,Q2,Andhra Pradesh,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,223.3,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
6703,2022,Q2,Andhra Pradesh,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,468.8,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
6704,2022,Q2,Andhra Pradesh,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,172.3,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
6705,2022,Q2,Andhra Pradesh,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,48.3,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
6706,2022,Q2,Andhra Pradesh,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,5372.3,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
6707,2022,Q2,Andhra Pradesh,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,1975.1,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
6708,2022,Q2,Andhra Pradesh,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,553.0,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
6709,2022,Q2,Andhra Pradesh,Threadfin Breams,Nemipterus japonicus,Demersal,478.1,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
6710,2022,Q2,Andhra Pradesh,Threadfin Breams,Nemipterus japonicus,Demersal,175.8,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
6711,2022,Q2,Andhra Pradesh,Threadfin Breams,Nemipterus japonicus,Demersal,49.2,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
6712,2022,Q2,Andhra Pradesh,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,2461.7,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
6713,2022,Q2,Andhra Pradesh,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,905.0,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
6714,2022,Q2,Andhra Pradesh,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,253.4,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
6715,2022,Q2,Andhra Pradesh,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,308.3,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
6716,2022,Q2,Andhra Pradesh,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,113.3,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
6717,2022,Q2,Andhra Pradesh,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,31.7,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
6718,2022,Q2,Andhra Pradesh,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,769.9,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
6719,2022,Q2,Andhra Pradesh,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,283.1,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
6720,2022,Q2,Andhra Pradesh,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,79.3,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
6721,2022,Q2,Odisha,Oil Sardine,Sardinella longiceps,Pelagic,1334.4,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
6722,2022,Q2,Odisha,Oil Sardine,Sardinella longiceps,Pelagic,490.6,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
6723,2022,Q2,Odisha,Oil Sardine,Sardinella longiceps,Pelagic,137.4,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
6724,2022,Q2,Odisha,Indian Mackerel,Rastrelliger kanagurta,Pelagic,845.3,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
6725,2022,Q2,Odisha,Indian Mackerel,Rastrelliger kanagurta,Pelagic,310.8,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
6726,2022,Q2,Odisha,Indian Mackerel,Rastrelliger kanagurta,Pelagic,87.0,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
6727,2022,Q2,Odisha,Ribbonfishes,Trichiurus lepturus,Pelagic,763.3,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
6728,2022,Q2,Odisha,Ribbonfishes,Trichiurus lepturus,Pelagic,280.6,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
6729,2022,Q2,Odisha,Ribbonfishes,Trichiurus lepturus,Pelagic,78.6,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
6730,2022,Q2,Odisha,Penaeid Prawns,Penaeus monodon / indicus,Demersal,977.2,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
6731,2022,Q2,Odisha,Penaeid Prawns,Penaeus monodon / indicus,Demersal,359.2,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
6732,2022,Q2,Odisha,Penaeid Prawns,Penaeus monodon / indicus,Demersal,100.6,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
6733,2022,Q2,Odisha,Non-penaeid Prawns,Acetes indicus,Demersal,1023.1,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
6734,2022,Q2,Odisha,Non-penaeid Prawns,Acetes indicus,Demersal,376.1,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
6735,2022,Q2,Odisha,Non-penaeid Prawns,Acetes indicus,Demersal,105.3,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
6736,2022,Q2,Odisha,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,662.4,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
6737,2022,Q2,Odisha,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,243.5,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
6738,2022,Q2,Odisha,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,68.2,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
6739,2022,Q2,Odisha,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,470.3,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
6740,2022,Q2,Odisha,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,172.9,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
6741,2022,Q2,Odisha,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,48.4,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
6742,2022,Q2,Odisha,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,398.5,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
6743,2022,Q2,Odisha,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,146.5,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
6744,2022,Q2,Odisha,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,41.0,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
6745,2022,Q2,Odisha,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,2502.7,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
6746,2022,Q2,Odisha,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,920.1,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
6747,2022,Q2,Odisha,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,257.6,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
6748,2022,Q2,Odisha,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,1070.5,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
6749,2022,Q2,Odisha,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,393.6,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
6750,2022,Q2,Odisha,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,110.2,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
6751,2022,Q2,Odisha,Threadfin Breams,Nemipterus japonicus,Demersal,597.4,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
6752,2022,Q2,Odisha,Threadfin Breams,Nemipterus japonicus,Demersal,219.6,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
6753,2022,Q2,Odisha,Threadfin Breams,Nemipterus japonicus,Demersal,61.5,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
6754,2022,Q2,Odisha,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,375.2,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
6755,2022,Q2,Odisha,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,137.9,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
6756,2022,Q2,Odisha,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,38.6,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
6757,2022,Q2,Odisha,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,1738.8,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
6758,2022,Q2,Odisha,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,639.2,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
6759,2022,Q2,Odisha,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,179.0,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
6760,2022,Q2,Odisha,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,4196.1,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
6761,2022,Q2,Odisha,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,1542.7,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
6762,2022,Q2,Odisha,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,431.9,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
6763,2022,Q2,West Bengal,Oil Sardine,Sardinella longiceps,Pelagic,1140.0,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
6764,2022,Q2,West Bengal,Oil Sardine,Sardinella longiceps,Pelagic,419.1,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
6765,2022,Q2,West Bengal,Oil Sardine,Sardinella longiceps,Pelagic,117.3,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
6766,2022,Q2,West Bengal,Indian Mackerel,Rastrelliger kanagurta,Pelagic,873.5,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
6767,2022,Q2,West Bengal,Indian Mackerel,Rastrelliger kanagurta,Pelagic,321.1,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
6768,2022,Q2,West Bengal,Indian Mackerel,Rastrelliger kanagurta,Pelagic,89.9,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
6769,2022,Q2,West Bengal,Ribbonfishes,Trichiurus lepturus,Pelagic,858.8,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
6770,2022,Q2,West Bengal,Ribbonfishes,Trichiurus lepturus,Pelagic,315.7,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
6771,2022,Q2,West Bengal,Ribbonfishes,Trichiurus lepturus,Pelagic,88.4,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
6772,2022,Q2,West Bengal,Penaeid Prawns,Penaeus monodon / indicus,Demersal,1051.5,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
6773,2022,Q2,West Bengal,Penaeid Prawns,Penaeus monodon / indicus,Demersal,386.6,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
